meta_spend,google_spend,tiktok_spend,total_spend_aud,total_conversions,total_revenue_aud,blended_cac_aud,blended_roas,seasonality_index,adstock,saturation,scenario_id
647.9478050539124,8893.5446874633,458.5075074827866,10000.0,248,51090.561839999995,40.32258064516129,5.109056183999999,0.9961025278455906,0.9578384864853564,0.9146830857703461,1
6731.596512238542,658.8935369179835,2609.5099508434755,10000.000000000002,18,3108.6362925,555.5555555555557,0.31086362924999994,0.9892941628387167,0.9312552095815009,0.9833278379217735,2
4811.165700043897,3591.4819162510175,1597.3523837050848,10000.0,81,16575.60729,123.45679012345678,1.657560729,0.9762743237172233,1.0033272907929602,0.9511803323689806,3
3107.728407290699,6858.984176307898,33.28741640140221,10000.0,115,23357.49963,86.95652173913044,2.335749963,1.1047640547888422,0.9198870229470537,0.9123846950125702,4
1510.819475481179,5822.417398779974,2666.763125738847,10000.0,119,24360.5973825,84.03361344537815,2.43605973825,1.0289537483143074,1.0660330827764084,0.9760049694394934,5
6006.6946773038935,1418.2784286676024,2575.026894028504,10000.0,50,9435.105524999999,200.0,0.9435105524999999,0.9565203593653893,1.1210207506123702,1.0304418990024553,6
2178.853995758989,4964.674110704629,2856.471893536381,10000.0,90,18386.2978125,111.11111111111111,1.83862978125,0.9872281354062387,0.9673541927667644,1.038389954458086,7
5641.055328015743,4302.2626100417165,56.682061942542475,10000.0,101,20028.437249999995,99.00990099009901,2.0028437249999995,1.041960590022887,0.9252797190090347,1.0489437712186422,8
27.82331960504556,9830.878454096264,141.29822629868886,10000.0,158,32549.632139999998,63.29113924050633,3.254963214,0.8143715190091084,0.9518180777815598,0.9359390718907852,9
5558.631736015409,1132.3879522435197,3308.9803117410706,10000.0,40,7418.4046725,250.0,0.74184046725,0.9187945675416948,1.1024377825431644,1.05,10
4642.849970936756,2646.5884217972102,2710.5616072660328,9999.999999999998,57,11031.809722499998,175.43859649122803,1.1031809722500001,1.0218563218281698,0.9430285499454213,0.9663131213294212,11
4068.28403364383,5416.044581033068,515.6713853231026,10000.000000000002,77,15708.163522499997,129.8701298701299,1.5708163522499994,1.075811968787864,0.9444447549541221,0.9179619884969443,12
2912.020644432158,2814.6340453102393,4273.345310257604,10000.000000000002,76,15192.889417499999,131.57894736842107,1.5192889417499995,1.023148732556569,0.9822150842214483,1.0235088879853116,13
1968.343408843243,2386.069563481232,5645.587027675526,10000.0,79,14264.601532499999,126.58227848101266,1.4264601532499999,1.0303074082766717,0.938259345654426,1.05,14
2513.0208941076626,5193.071697148161,2293.9074087441786,10000.000000000002,137,27735.095002500002,72.99270072992702,2.77350950025,0.9816565877158153,0.9203602870139236,0.936098540929682,15
6259.56910565916,2074.7939858506506,1665.6369084901885,10000.0,44,8798.593192499999,227.27272727272728,0.8798593192499998,0.9928962841829999,1.0001898125810729,1.05,16
945.9846373008669,2998.635016825274,6055.380345873859,10000.0,69,13571.760675,144.92753623188406,1.3571760675,0.9460630030620393,0.9643831467793645,0.938434325993874,17
5042.832071533071,4012.1127978233358,945.0551306435937,10000.0,95,19082.661142499997,105.26315789473684,1.9082661142499997,0.933115430812337,1.0331040767290876,1.0455174303904855,18
2343.688685352214,3752.2054071731654,3904.105907474621,10000.0,88,17819.645264999996,113.63636363636364,1.7819645264999995,0.8497608987227274,0.9462616993091143,1.05,19
6309.115224789964,3439.4232480678447,251.46152714219122,10000.0,103,20996.605109999997,97.0873786407767,2.0996605109999997,0.9836744387961253,0.9754172192517258,0.9593544018078091,20
3006.3448451203244,4849.667043129126,2143.9881117505493,10000.0,109,22343.896529999998,91.74311926605505,2.234389653,0.942031115878582,0.9573120388706294,1.0321794168510492,21
81.39685653359406,6902.623971233277,3015.979172233129,10000.0,121,24927.249929999998,82.64462809917356,2.492724993,1.044428818280686,1.0154695785078474,1.05,22
2345.4239726017786,2763.812354458173,4890.763672940048,10000.0,61,11638.838805,163.9344262295082,1.1638838805,0.9860929839924307,0.9635211402932177,1.0264579698596288,23
2756.9887852671286,1292.9586307966517,5950.05258393622,10000.0,25,4550.7086025,400.0,0.45507086025,0.8592147433843628,1.0375898232917729,1.0090035114743887,24
3191.0636423782653,5171.698045574952,1637.2383120467832,10000.000000000002,96,19511.1303525,104.16666666666669,1.9511130352499997,0.8881851069505277,0.9668649295822368,1.05,25
7760.105398545694,1087.4599025646705,1152.4346988896352,10000.0,38,6518.063804999999,263.1578947368421,0.6518063804999998,1.0887335849193704,0.9203993498879273,1.0211086614769034,26
5920.5292919104,355.08406707724794,3724.386641012351,10000.0,11,1666.5639824999998,909.0909090909091,0.16665639824999998,0.9486765823373723,1.0115641011371683,0.9790463464573794,27
8410.133552364983,1139.271137200474,450.59531043454166,9999.999999999998,26,4577.662499999999,384.6153846153845,0.45776625000000004,0.9746170619798047,0.9266907008765229,0.923438405679833,28
2572.285698215872,253.4774644835466,7174.236837300582,10000.0,7,1132.808535,1428.5714285714287,0.11328085349999999,1.0390934819573845,1.0085312539269897,0.9607685371837847,29
2945.7547899703736,1966.242500106345,5088.002709923282,10000.0,59,11536.081919999999,169.4915254237288,1.1536081919999999,0.889668059892113,0.950283244575244,1.0462309796583906,30
1734.664533317703,2914.4671259590295,5350.8683407232675,10000.0,69,13794.219555,144.92753623188406,1.3794219555,0.9361477313796133,1.0105693237524134,1.0273318452437719,31
1123.65639597939,5661.486216425767,3214.8573875948427,10000.0,120,24257.343937499998,83.33333333333333,2.42573439375,0.9507059932660381,0.9574590188808654,0.9245691726677401,32
9156.945831695024,580.9275666848839,262.12660162009087,10000.0,16,2474.1567524999996,625.0,0.24741567524999997,0.9968720863026758,0.9954903793311306,0.9368245445489696,33
340.4038449925722,8125.529859517836,1534.066295489593,10000.0,188,37338.2550525,53.191489361702125,3.7338255052499996,0.959407953887966,0.9846940475770023,0.9656844494972857,34
4688.905556998163,2271.510014930936,3039.584428070902,10000.000000000002,51,9109.393199999999,196.07843137254906,0.9109393199999997,1.0384267436705104,1.1265952338871088,1.05,35
5940.928814089337,1852.624599116815,2206.4465867938493,10000.000000000002,40,7486.231664999999,250.00000000000006,0.7486231664999998,0.8782240579846857,1.051379053527691,0.9287179127347119,36
851.8862951618097,5082.961117152304,4065.152587685887,10000.0,123,24696.318494999996,81.30081300813008,2.4696318495,0.9998199804396674,1.0407658036085816,0.9508763137613252,37
3162.9250570708896,4838.257893187458,1998.8170497416527,10000.0,96,19245.269024999998,104.16666666666667,1.9245269024999998,1.031123007234701,0.9809980968903902,0.8530555560207129,38
4507.336594310778,4146.551635989356,1346.1117696998654,10000.0,115,22825.776974999997,86.95652173913044,2.2825776975,1.0169168121891135,0.9723987635494211,0.9891406808173585,39
337.4345525933891,6239.88896367338,3422.676483733231,10000.0,133,27244.7420025,75.18796992481202,2.72447420025,0.9447907567078443,0.9257230420238863,1.009881831318285,40
3963.253554460182,865.4784951060781,5171.267950433741,10000.0,34,5322.37836,294.11764705882354,0.532237836,1.083684180083832,0.9765067375390214,0.988325698619861,41
